,ROI,SystemTime,Timestamp,Pos,Left,Right
15336,1,63722467328770,1744857,"(-2.1, 2.3, 10.0)",1,1
15337,1,63722467328792,1744873,"(-2.1, 2.3, 10.0)",1,1
15338,1,63722467328814,1744898,"(-2.1, 2.3, 10.0)",1,1
15339,1,63722467328836,1744923,"(-2.1, 2.3, 10.0)",1,1
15340,1,63722467328858,1744940,"(-2.1, 2.4, 10.0)",1,1
15341,1,63722467328883,1744965,"(-2.2, 2.3, 10.0)",1,1
15342,1,63722467328903,1744982,"(-2.2, 2.3, 10.0)",1,1
15343,1,63722467328923,1745007,"(-2.3, 2.3, 10.0)",1,1
15344,1,63722467328940,1745023,"(-2.3, 2.3, 10.0)",1,1
15345,1,63722467328958,1745040,"(-2.3, 2.3, 10.0)",1,1
15346,1,63722467328976,1745057,"(-2.3, 2.3, 10.0)",1,1
15347,1,63722467328993,1745082,"(-2.3, 2.3, 10.0)",1,1
15348,1,63722467329012,1745098,"(-2.4, 2.6, 10.0)",1,1
15349,1,63722467329029,1745115,"(-2.4, 3.2, 10.0)",1,1
15350,1,63722467329046,1745132,"(-2.4, 3.1, 10.0)",1,1
15351,1,63722467329065,1745148,"(-2.4, 3.2, 10.0)",1,1
15352,1,63722467329084,1745165,"(-2.4, 3.1, 10.0)",1,1
15353,1,63722467329101,1745182,"(-2.4, 3.1, 10.0)",1,1
15354,1,63722467329120,1745198,"(-2.4, 3.1, 10.0)",1,1
15355,1,63722467329139,1745223,"(-2.4, 3.1, 10.0)",1,1
15356,1,63722467329156,1745240,"(-2.3, 3.2, 10.0)",1,1
15357,1,63722467329174,1745257,"(-2.3, 3.2, 10.0)",1,1
15358,1,63722467329192,1745273,"(-2.4, 3.2, 10.0)",1,1
15359,1,63722467329209,1745290,"(-2.4, 3.2, 10.0)",1,1
15360,1,63722467329227,1745315,"(-2.3, 3.2, 10.0)",1,1
15361,1,63722467329244,1745323,"(-1.9, 3.1, 10.0)",1,1
15362,1,63722467329261,1745348,"(0.0, 2.6, 10.0)",1,1
15363,1,63722467329278,1745365,"(-0.1, 2.7, 10.0)",1,1
15364,1,63722467329296,1745382,"(-0.1, 2.7, 10.0)",1,1
15365,1,63722467329314,1745398,"(0.0, 2.8, 10.0)",1,1
15366,1,63722467329332,1745415,"(0.0, 2.8, 10.0)",1,1
15367,1,63722467329351,1745432,"(0.0, 2.7, 10.0)",1,1
15368,1,63722467329369,1745457,"(0.0, 2.7, 10.0)",1,1
15369,1,63722467329392,1745473,"(0.0, 2.7, 10.0)",1,1
15370,1,63722467329414,1745498,"(0.0, 2.7, 10.0)",1,1
15371,1,63722467329436,1745515,"(-0.1, 2.7, 10.0)",1,1
15372,1,63722467329458,1745540,"(-0.1, 2.7, 10.0)",1,1
15373,1,63722467329481,1745565,"(-0.1, 2.7, 10.0)",1,1
15374,1,63722467329503,1745590,"(-0.1, 2.7, 10.0)",1,1
15375,1,63722467329525,1745607,"(-0.1, 2.7, 10.0)",1,1
15376,1,63722467329547,1745632,"(-0.3, 2.6, 10.0)",1,1
15377,1,63722467329569,1745657,"(-0.3, 2.6, 10.0)",1,1
15378,1,63722467329592,1745673,"(-0.3, 2.6, 10.0)",1,1
15379,1,63722467329614,1745698,"(-0.4, 2.2, 10.0)",0.7834543,0.9094315
15380,1,63722467329703,1745790,"(1.5, 1.3, 10.0)",0,0
15381,1,63722467329868,1745948,"(0.0, 1.9, 10.0)",0.2223809,0.2057164
15382,1,63722467329887,1745973,"(0.2, 2.5, 10.0)",0.5932006,0.6386959
15383,1,63722467329904,1745990,"(0.1, 2.3, 10.0)",0.7568579,0.8847747
15384,1,63722467329922,1746007,"(0.1, 2.5, 10.0)",1,1
15385,1,63722467329939,1746023,"(0.1, 2.5, 10.0)",1,1
15386,1,63722467329957,1746040,"(0.1, 2.6, 10.0)",1,1
15387,1,63722467329977,1746065,"(0.1, 2.5, 10.0)",1,1
15388,1,63722467329995,1746082,"(0.1, 2.5, 10.0)",1,1
15389,1,63722467330012,1746098,"(0.1, 2.5, 10.0)",1,1
15390,1,63722467330030,1746115,"(0.1, 2.5, 10.0)",1,1
15391,1,63722467330049,1746132,"(0.0, 2.4, 10.0)",1,1
15392,1,63722467330066,1746148,"(0.0, 2.5, 10.0)",1,1
15393,1,63722467330084,1746165,"(0.0, 2.5, 10.0)",1,1
15394,1,63722467330102,1746190,"(0.0, 2.4, 10.0)",1,1
15395,1,63722467330120,1746198,"(0.1, 2.3, 10.0)",1,1
15396,1,63722467330137,1746223,"(-0.4, 2.0, 10.0)",0.8827716,0.9637665
15397,1,63722467330155,1746240,"(-1.0, 0.8, 10.0)",0.4485946,0.6057641
15398,1,63722467330247,1746331,"(-1.5, 0.7, 10.0)",0,0.03132834
15399,1,63722467330380,1746465,"(-1.6, -0.2, 10.0)",0.06580982,0
15400,1,63722467330403,1746490,"(-2.2, 0.5, 10.0)",0.1064622,0.1400239
15401,1,63722467330424,1746506,"(-2.4, 1.4, 10.0)",0.2843002,0.3643859
15402,1,63722467330447,1746531,"(-2.4, 2.1, 10.0)",0.6167443,0.7256128
15403,1,63722467330469,1746556,"(-2.4, 2.0, 10.0)",0.7255932,0.8434293
15404,1,63722467330491,1746573,"(-2.3, 2.1, 10.0)",0.8066359,0.8851706
15405,1,63722467330514,1746598,"(-2.3, 2.0, 10.0)",0.9223528,0.9466962
15406,1,63722467330536,1746623,"(-2.4, 2.0, 10.0)",0.9518942,0.9448592
15407,1,63722467330558,1746640,"(-2.4, 2.0, 10.0)",0.9415663,0.9655918
15408,1,63722467330580,1746665,"(-2.4, 1.9, 10.0)",0.9290183,0.9688138
15409,1,63722467330602,1746690,"(-2.3, 1.8, 10.0)",0.924291,0.9289699
15410,1,63722467330625,1746706,"(-2.3, 2.1, 10.0)",0.8409969,0.8850296
15411,1,63722467330647,1746731,"(-1.2, 1.9, 10.0)",0.7387372,0.8272237
15412,1,63722467330669,1746748,"(0.2, 2.1, 10.0)",0.7327489,0.9572418
15413,1,63722467330691,1746773,"(-0.2, 1.9, 10.0)",0.7745112,0.961099
15414,1,63722467330714,1746798,"(0.1, 2.1, 10.0)",1,1
15415,1,63722467330732,1746815,"(0.0, 1.9, 10.0)",1,1
15416,1,63722467330749,1746831,"(0.1, 2.0, 10.0)",1,1
15417,1,63722467330767,1746848,"(0.0, 2.0, 10.0)",1,1
15418,1,63722467330784,1746873,"(-0.1, 2.0, 10.0)",1,1
15419,1,63722467330804,1746890,"(-0.1, 2.0, 10.0)",1,1
15420,1,63722467330822,1746906,"(-0.1, 2.1, 10.0)",1,1
15421,1,63722467330838,1746923,"(-0.1, 2.0, 10.0)",1,1
15422,1,63722467330857,1746940,"(-0.1, 2.1, 10.0)",1,1
15423,1,63722467330874,1746956,"(0.0, 2.1, 10.0)",1,1
15424,1,63722467330892,1746973,"(-0.1, 2.0, 10.0)",1,1
15425,1,63722467330910,1746998,"(-0.1, 2.1, 10.0)",1,1
15426,1,63722467330927,1747015,"(0.0, 2.0, 10.0)",1,1
15427,1,63722467330945,1747031,"(-0.3, 2.1, 10.0)",1,1
15428,1,63722467330962,1747048,"(-0.3, 2.0, 10.0)",1,1
15429,1,63722467330981,1747065,"(-0.2, 2.0, 10.0)",1,1
15430,1,63722467330998,1747081,"(-0.2, 2.0, 10.0)",1,1
15431,1,63722467331019,1747098,"(-0.2, 2.1, 10.0)",1,1
15432,1,63722467331036,1747123,"(-0.2, 2.1, 10.0)",1,1
15433,1,63722467331054,1747131,"(-0.2, 2.0, 10.0)",1,1
15434,1,63722467331071,1747156,"(-0.2, 2.1, 10.0)",1,1
15435,1,63722467331089,1747173,"(-0.1, 2.1, 10.0)",1,1
15436,1,63722467331107,1747190,"(-0.1, 2.1, 10.0)",1,1
15437,1,63722467331125,1747206,"(-0.1, 2.1, 10.0)",1,1
15438,1,63722467331145,1747231,"(-0.2, 2.1, 10.0)",1,1
15439,1,63722467331163,1747248,"(-0.1, 2.1, 10.0)",1,1
15440,1,63722467331180,1747265,"(-0.1, 2.0, 10.0)",1,1
15441,1,63722467331202,1747290,"(-0.1, 2.0, 10.0)",1,1
15442,1,63722467331224,1747306,"(-0.1, 2.1, 10.0)",1,1
15443,1,63722467331247,1747331,"(-0.2, 2.1, 10.0)",1,1
15444,1,63722467331268,1747356,"(0.0, 1.8, 10.0)",1,1
15445,1,63722467331291,1747373,"(0.1, 1.9, 10.0)",1,1
15446,1,63722467331313,1747398,"(0.1, 1.9, 10.0)",1,1
15447,1,63722467331336,1747423,"(0.0, 1.8, 10.0)",1,1
15448,1,63722467331358,1747440,"(0.1, 1.8, 10.0)",1,1
15449,1,63722467331379,1747465,"(0.1, 1.8, 10.0)",1,1
15450,1,63722467331402,1747490,"(0.1, 1.7, 10.0)",1,1
15451,1,63722467331424,1747506,"(0.0, 1.7, 10.0)",1,1
15452,1,63722467331447,1747531,"(0.0, 1.8, 10.0)",1,1
15453,1,63722467331468,1747548,"(-0.2, 1.8, 10.0)",1,1
15454,1,63722467331491,1747573,"(-0.2, 1.8, 10.0)",1,1
15455,1,63722467331513,1747598,"(-0.2, 1.8, 10.0)",1,1
15456,1,63722467331535,1747615,"(-0.2, 1.8, 10.0)",1,1
15457,1,63722467331557,1747640,"(-0.2, 1.8, 10.0)",1,1
15458,1,63722467331580,1747665,"(-0.2, 1.8, 10.0)",1,1
15459,1,63722467331602,1747689,"(-0.2, 1.8, 10.0)",1,1
15460,1,63722467331624,1747706,"(-0.3, 1.8, 10.0)",1,1
15461,1,63722467331644,1747731,"(-0.3, 1.8, 10.0)",1,1
15462,1,63722467331661,1747748,"(-0.2, 1.8, 10.0)",1,1
15463,1,63722467331680,1747764,"(-0.2, 1.8, 10.0)",1,1
15464,1,63722467331698,1747781,"(-0.2, 1.7, 10.0)",1,1
15465,1,63722467331724,1747806,"(-0.2, 1.8, 10.0)",1,1
15466,1,63722467331743,1747831,"(-0.2, 1.8, 10.0)",1,1
15467,1,63722467331761,1747848,"(-0.2, 1.8, 10.0)",1,1
15468,1,63722467331780,1747864,"(0.0, 1.6, 10.0)",1,1
15469,1,63722467331797,1747881,"(-0.1, 1.6, 10.0)",1,1
15470,1,63722467331815,1747898,"(-0.1, 1.5, 10.0)",1,1
15471,1,63722467331833,1747914,"(-0.1, 1.5, 10.0)",1,1
15472,1,63722467331853,1747939,"(0.0, 1.6, 10.0)",1,1
15473,1,63722467331870,1747956,"(-0.1, 1.6, 10.0)",1,1
15474,1,63722467331889,1747973,"(-0.1, 1.6, 10.0)",1,1
15475,1,63722467331906,1747989,"(-0.1, 1.6, 10.0)",1,1
15476,1,63722467331923,1748006,"(-0.2, 1.6, 10.0)",1,1
15477,1,63722467331942,1748023,"(-0.2, 1.6, 10.0)",1,1
15478,1,63722467331959,1748048,"(-0.2, 1.6, 10.0)",1,1
15479,1,63722467331977,1748064,"(-0.2, 1.6, 10.0)",1,1
15480,1,63722467331994,1748081,"(-0.2, 1.6, 10.0)",1,1
15481,1,63722467332012,1748098,"(-0.2, 1.5, 10.0)",1,1
15482,1,63722467332029,1748114,"(-0.1, 1.5, 10.0)",1,1
15483,1,63722467332048,1748131,"(-0.1, 1.6, 10.0)",1,1
15484,1,63722467332068,1748148,"(-0.1, 1.6, 10.0)",1,1
15485,1,63722467332086,1748173,"(-0.1, 1.6, 10.0)",1,1
15486,1,63722467332104,1748189,"(-0.1, 1.6, 10.0)",1,1
15487,1,63722467332124,1748206,"(-0.1, 1.6, 10.0)",1,1
15488,1,63722467332146,1748231,"(-0.2, 1.5, 10.0)",1,1
15489,1,63722467332168,1748256,"(-0.2, 1.5, 10.0)",1,1
15490,1,63722467332190,1748273,"(-0.2, 1.5, 10.0)",1,1
15491,1,63722467332213,1748298,"(0.0, 1.5, 10.0)",1,1
15492,1,63722467332234,1748314,"(0.0, 1.4, 10.0)",1,1
15493,1,63722467332258,1748339,"(-0.1, 1.3, 10.0)",1,1
15494,1,63722467332279,1748364,"(-0.1, 1.4, 10.0)",1,1
15495,1,63722467332302,1748389,"(-0.2, 1.5, 10.0)",1,1
15496,1,63722467332324,1748406,"(-0.2, 1.5, 10.0)",1,1
15497,1,63722467332346,1748431,"(-0.2, 1.6, 10.0)",1,1
15498,1,63722467332368,1748456,"(-0.2, 1.6, 10.0)",1,1
15499,1,63722467332392,1748473,"(-0.2, 1.6, 10.0)",1,1
15500,1,63722467332414,1748498,"(-0.2, 1.6, 10.0)",1,1
15501,1,63722467332435,1748514,"(0.0, 1.5, 10.0)",1,1
15502,1,63722467332457,1748539,"(-0.1, 1.3, 10.0)",1,1
15503,1,63722467332479,1748564,"(-0.1, 1.3, 10.0)",1,1
15504,1,63722467332502,1748581,"(0.0, 1.3, 10.0)",1,1
15505,1,63722467332523,1748606,"(-0.1, 1.3, 10.0)",1,1
15506,1,63722467332546,1748631,"(0.0, 1.2, 10.0)",1,1
15507,1,63722467332564,1748648,"(-0.1, 1.2, 10.0)",1,1
15508,1,63722467332582,1748664,"(0.0, 1.2, 10.0)",1,1
15509,1,63722467332599,1748681,"(0.0, 1.2, 10.0)",1,1
15510,1,63722467332618,1748698,"(0.0, 1.2, 10.0)",1,1
15511,1,63722467332636,1748723,"(0.0, 1.2, 10.0)",1,1
15512,1,63722467332654,1748739,"(0.0, 1.3, 10.0)",1,1
15513,1,63722467332672,1748756,"(0.0, 1.2, 10.0)",1,1
15514,1,63722467332691,1748773,"(-0.1, 1.2, 10.0)",1,1
15515,1,63722467332708,1748789,"(-0.2, 1.2, 10.0)",1,1
15516,1,63722467332726,1748814,"(-0.2, 1.5, 10.0)",1,1
15517,1,63722467332744,1748831,"(-0.2, 1.4, 10.0)",1,1
15518,1,63722467332763,1748848,"(-0.3, 1.3, 10.0)",1,1
15519,1,63722467332780,1748864,"(-0.3, 1.3, 10.0)",1,1
15520,1,63722467332798,1748881,"(-0.3, 1.3, 10.0)",1,1
15521,1,63722467332814,1748898,"(-0.2, 1.3, 10.0)",1,1
15522,1,63722467332832,1748914,"(-0.2, 1.2, 10.0)",1,1
15523,1,63722467332849,1748931,"(-0.3, 1.2, 10.0)",1,1
15524,1,63722467332867,1748948,"(-0.1, 1.3, 10.0)",1,1
15525,1,63722467332885,1748964,"(-0.7, 1.8, 10.0)",1,1
15526,1,63722467332905,1748989,"(-1.8, 2.1, 10.0)",1,1
15527,1,63722467332923,1749006,"(-2.0, 2.6, 10.0)",1,1
15528,1,63722467332940,1749023,"(-2.1, 2.6, 10.0)",1,1
15529,1,63722467332958,1749039,"(-2.3, 2.2, 10.0)",1,1
15530,1,63722467332975,1749056,"(-2.2, 2.3, 10.0)",1,1
15531,1,63722467332993,1749073,"(-2.2, 2.7, 10.0)",1,1
15532,1,63722467333012,1749098,"(-2.2, 2.9, 10.0)",1,1
15533,1,63722467333035,1749123,"(-2.3, 2.9, 10.0)",1,1
15534,1,63722467333057,1749139,"(-2.3, 2.9, 10.0)",1,1
15535,1,63722467333079,1749164,"(-2.3, 3.0, 10.0)",1,1
15536,1,63722467333102,1749189,"(-2.3, 2.7, 10.0)",1,1
15537,1,63722467333123,1749206,"(-2.5, 2.6, 10.0)",1,1
15538,1,63722467333145,1749231,"(-1.8, 2.8, 10.0)",1,1
15539,1,63722467333168,1749247,"(-0.6, 2.9, 10.0)",1,1
15540,1,63722467333190,1749272,"(-0.5, 2.9, 10.0)",1,1
15541,1,63722467333213,1749297,"(-0.4, 3.0, 10.0)",1,1
15542,1,63722467333234,1749314,"(-0.3, 3.0, 10.0)",1,1
15543,1,63722467333257,1749339,"(-0.5, 3.1, 10.0)",1,1
15544,1,63722467333279,1749364,"(-0.4, 3.0, 10.0)",1,1
15545,1,63722467333302,1749389,"(-0.3, 3.1, 10.0)",1,1
15546,1,63722467333324,1749406,"(-0.3, 3.2, 10.0)",1,1
15547,1,63722467333346,1749431,"(-0.2, 3.2, 10.0)",1,1
15548,1,63722467333368,1749447,"(-0.2, 3.2, 10.0)",1,1
15549,1,63722467333390,1749472,"(-0.2, 3.2, 10.0)",1,1
15550,1,63722467333412,1749497,"(0.6, 3.6, 10.0)",1,1
15551,1,63722467333434,1749514,"(0.8, 4.3, 10.0)",1,1
15552,1,63722467333457,1749539,"(0.6, 4.4, 10.0)",1,1
15553,1,63722467333475,1749556,"(0.6, 4.5, 10.0)",1,1
15554,1,63722467333494,1749581,"(0.7, 4.5, 10.0)",1,1
15555,1,63722467333511,1749597,"(0.7, 4.4, 10.0)",1,1
15556,1,63722467333529,1749614,"(0.8, 4.3, 10.0)",1,1
15557,1,63722467333549,1749631,"(0.8, 4.3, 10.0)",1,1
15558,1,63722467333568,1749656,"(0.8, 4.2, 10.0)",1,1
15559,1,63722467333586,1749664,"(0.9, 4.1, 10.0)",1,1
15560,1,63722467333603,1749689,"(0.9, 4.0, 10.0)",1,1
15561,1,63722467333621,1749706,"(0.9, 4.2, 10.0)",1,1
15562,1,63722467333638,1749722,"(0.8, 4.1, 10.0)",1,1
15563,1,63722467333657,1749739,"(0.9, 4.1, 10.0)",1,1
15564,1,63722467333674,1749756,"(1.0, 4.2, 10.0)",1,1
15565,1,63722467333692,1749772,"(1.1, 4.3, 10.0)",1,1
15566,1,63722467333709,1749797,"(1.3, 4.2, 10.0)",1,1
15567,1,63722467333726,1749814,"(1.5, 4.3, 10.0)",1,1
15568,1,63722467333744,1749831,"(1.3, 4.3, 10.0)",1,1
15569,1,63722467333764,1749847,"(1.2, 4.3, 10.0)",1,1
15570,1,63722467333782,1749864,"(1.2, 4.3, 10.0)",1,1
15571,1,63722467333800,1749889,"(1.2, 4.2, 10.0)",1,1
15572,1,63722467333818,1749897,"(1.3, 4.3, 10.0)",1,1
15573,1,63722467333835,1749922,"(1.3, 4.4, 10.0)",1,1
15574,1,63722467333854,1749939,"(1.3, 4.4, 10.0)",1,1
15575,1,63722467333872,1749956,"(1.4, 4.4, 10.0)",1,1
15576,1,63722467333890,1749972,"(1.6, 4.4, 10.0)",1,1
15577,1,63722467333912,1749997,"(1.5, 4.3, 10.0)",1,1
15578,1,63722467333934,1750014,"(1.4, 4.3, 10.0)",1,1
15579,1,63722467333956,1750039,"(1.5, 4.5, 10.0)",1,1
15580,1,63722467333979,1750064,"(-0.9, 4.6, 10.0)",1,1
15581,1,63722467334000,1750081,"(-2.0, 4.7, 10.0)",1,1
15582,1,63722467334024,1750106,"(-2.0, 4.8, 10.0)",1,1
15583,1,63722467334045,1750131,"(-2.0, 4.7, 10.0)",1,1
15584,1,63722467334068,1750156,"(-2.1, 4.7, 10.0)",1,1
15585,1,63722467334090,1750172,"(-2.2, 4.7, 10.0)",1,1
15586,1,63722467334113,1750197,"(-2.1, 4.7, 10.0)",1,1
15587,1,63722467334134,1750214,"(-2.1, 4.7, 10.0)",1,1
15588,1,63722467334157,1750239,"(-2.1, 4.7, 10.0)",1,1
15589,1,63722467334179,1750264,"(-2.0, 4.7, 10.0)",1,1
15590,1,63722467334200,1750289,"(-2.0, 4.7, 10.0)",1,1
15591,1,63722467334223,1750306,"(-2.0, 4.7, 10.0)",1,1
15592,1,63722467334245,1750331,"(-2.0, 4.7, 10.0)",1,1
15593,1,63722467334267,1750347,"(-2.0, 4.8, 10.0)",1,1
15594,1,63722467334289,1750372,"(-1.9, 4.8, 10.0)",1,1
15595,1,63722467334312,1750397,"(-1.9, 4.9, 10.0)",1,1
15596,1,63722467334334,1750414,"(-1.9, 4.9, 10.0)",1,1
15597,1,63722467334360,1750439,"(-1.9, 4.9, 10.0)",1,1
15598,1,63722467334379,1750464,"(-1.8, 4.9, 10.0)",1,1
15599,1,63722467334401,1750481,"(-1.8, 4.8, 10.0)",1,1
15600,1,63722467334420,1750506,"(-1.7, 4.8, 10.0)",1,1
15601,1,63722467334438,1750522,"(-1.8, 4.8, 10.0)",1,1
15602,1,63722467334455,1750539,"(-1.7, 4.8, 10.0)",1,1
15603,1,63722467334473,1750556,"(-1.5, 4.6, 10.0)",1,1
15604,1,63722467334490,1750572,"(-0.4, 4.0, 10.0)",1,1
15605,1,63722467334508,1750589,"(-0.2, 3.8, 10.0)",1,1
15606,1,63722467334526,1750614,"(-0.2, 3.9, 10.0)",1,1
15607,1,63722467334544,1750631,"(-0.2, 3.9, 10.0)",1,1
15608,1,63722467334562,1750647,"(-0.2, 3.9, 10.0)",1,1
15609,1,63722467334579,1750664,"(-0.2, 3.9, 10.0)",1,1
15610,1,63722467334598,1750681,"(-0.2, 3.9, 10.0)",1,1
15611,1,63722467334616,1750697,"(-0.2, 3.9, 10.0)",1,1
15612,1,63722467334636,1750722,"(-0.2, 3.9, 10.0)",1,1
15613,1,63722467334653,1750739,"(-0.2, 3.8, 10.0)",1,1
15614,1,63722467334671,1750755,"(-0.3, 3.8, 10.0)",1,1
15615,1,63722467334690,1750772,"(-0.3, 3.7, 10.0)",1,1
15616,1,63722467334708,1750789,"(-0.3, 3.7, 10.0)",1,1
15617,1,63722467334726,1750805,"(-0.4, 3.7, 10.0)",1,1
15618,1,63722467334744,1750830,"(-0.3, 3.7, 10.0)",1,1
15619,1,63722467334761,1750847,"(-0.4, 3.7, 10.0)",1,1
15620,1,63722467334779,1750864,"(-0.3, 3.7, 10.0)",1,1
15621,1,63722467334796,1750880,"(-0.3, 3.7, 10.0)",1,1
15622,1,63722467334814,1750897,"(-0.3, 3.6, 10.0)",1,1
15623,1,63722467334834,1750922,"(-0.4, 3.6, 10.0)",1,1
15624,1,63722467334856,1750939,"(-1.7, 3.0, 10.0)",1,1
15625,1,63722467334878,1750964,"(-2.4, 2.8, 10.0)",1,1
15626,1,63722467334901,1750989,"(-2.5, 2.7, 10.0)",1,1
15627,1,63722467334923,1751005,"(-2.5, 2.6, 10.0)",1,1
15628,1,63722467334946,1751030,"(-2.5, 2.7, 10.0)",1,1
15629,1,63722467334967,1751047,"(-2.5, 2.8, 10.0)",1,1
15630,1,63722467334990,1751072,"(-2.5, 2.8, 10.0)",1,1
15631,1,63722467335011,1751097,"(-2.5, 2.8, 10.0)",1,1
15632,1,63722467335034,1751114,"(-2.4, 2.8, 10.0)",1,1
15633,1,63722467335074,1751155,"(-2.4, 2.8, 10.0)",1,1
15634,1,63722467335129,1751205,"(-2.4, 2.8, 10.0)",1,1
15635,1,63722467335170,1751255,"(-2.3, 2.8, 10.0)",1,1
15636,1,63722467335208,1751289,"(-2.2, 2.8, 10.0)",1,1
15637,1,63722467335249,1751330,"(-2.2, 2.7, 10.0)",1,1
15638,1,63722467335287,1751372,"(-2.3, 2.8, 10.0)",1,1
15639,1,63722467335342,1751422,"(0.9, 2.6, 10.0)",1,1
15640,1,63722467335382,1751464,"(2.3, 2.3, 10.0)",1,1
15641,1,63722467335427,1751505,"(2.2, 2.2, 10.0)",1,1
15642,1,63722467335479,1751564,"(2.5, 2.4, 10.0)",1,1
15643,1,63722467335520,1751605,"(2.5, 2.3, 10.0)",1,1
15644,1,63722467335570,1751655,"(2.5, 2.2, 10.0)",1,1
15645,1,63722467335613,1751697,"(2.5, 2.2, 10.0)",1,1
15646,1,63722467335660,1751747,"(2.6, 2.2, 10.0)",1,1
15647,1,63722467335701,1751789,"(2.7, 2.1, 10.0)",1,1
15648,1,63722467335749,1751830,"(2.6, 2.1, 10.0)",1,1
15649,1,63722467335798,1751880,"(2.5, 2.2, 10.0)",1,1
15650,1,63722467335841,1751922,"(2.1, 2.0, 10.0)",1,1
15651,1,63722467335877,1751964,"(-1.0, 1.1, 10.0)",1,1
15652,1,63722467335914,1751997,"(-1.0, 1.1, 10.0)",1,1
15653,1,63722467335959,1752039,"(-1.0, 1.1, 10.0)",1,1
15654,1,63722467336014,1752097,"(-1.1, 1.1, 10.0)",1,1
15655,1,63722467336052,1752139,"(-1.1, 1.1, 10.0)",1,1
15656,1,63722467336092,1752172,"(-1.2, 1.1, 10.0)",1,1
15657,1,63722467336136,1752222,"(-1.2, 1.2, 10.0)",1,1
15658,1,63722467336181,1752264,"(-1.2, 1.2, 10.0)",1,1
15659,1,63722467336231,1752313,"(-1.2, 1.2, 10.0)",1,1
15660,1,63722467336273,1752355,"(-1.4, 1.1, 10.0)",1,1
15661,1,63722467336312,1752397,"(-2.5, 1.1, 10.0)",1,1
15662,1,63722467336355,1752438,"(-2.5, 1.2, 10.0)",1,1
15663,1,63722467336402,1752488,"(-2.5, 1.2, 10.0)",1,1
15664,1,63722467336460,1752538,"(-2.4, 1.1, 10.0)",1,1
15665,1,63722467336507,1752555,"(-2.5, 1.0, 10.0)",1,1
15666,1,63722467336552,1752622,"(-2.4, 1.1, 10.0)",1,1
15667,1,63722467336596,1752680,"(-2.4, 1.1, 10.0)",1,1
15668,1,63722467336645,1752722,"(-2.1, 1.3, 10.0)",1,1
15669,1,63722467336705,1752788,"(-2.1, 1.2, 10.0)",1,1
15670,1,63722467336748,1752830,"(-2.0, 1.2, 10.0)",1,1
15671,1,63722467336791,1752872,"(-0.1, 1.2, 10.0)",1,1
15672,1,63722467336831,1752913,"(0.0, 1.1, 10.0)",1,1
15673,1,63722467336874,1752955,"(0.0, 1.1, 10.0)",1,1
15674,1,63722467336927,1753005,"(-0.1, 1.0, 10.0)",1,1
15675,1,63722467336967,1753047,"(-0.1, 1.1, 10.0)",1,1
15676,1,63722467337007,1753088,"(-0.1, 1.1, 10.0)",1,1
15677,1,63722467337047,1753130,"(-0.1, 1.1, 10.0)",1,1
15678,1,63722467337085,1753172,"(-0.1, 1.1, 10.0)",1,1
15679,1,63722467337141,1753222,"(-0.3, 1.2, 10.0)",1,1
15680,1,63722467337182,1753263,"(-0.3, 1.1, 10.0)",1,1
15681,1,63722467337225,1753305,"(-0.1, 1.1, 10.0)",1,1
15682,1,63722467337262,1753338,"(-0.4, 0.8, 10.0)",1,1
15683,1,63722467337298,1753380,"(-0.4, 0.8, 10.0)",1,1
15684,1,63722467337352,1753438,"(-0.4, 0.8, 10.0)",1,1
15685,1,63722467337402,1753488,"(-0.4, 0.8, 10.0)",1,1
15686,1,63722467337453,1753538,"(-0.4, 0.8, 10.0)",1,1
15687,1,63722467337500,1753580,"(-0.4, 0.8, 10.0)",1,1
15688,1,63722467337554,1753638,"(-0.5, 0.6, 10.0)",1,1
15689,1,63722467337610,1753688,"(-0.6, 0.6, 10.0)",1,1
15690,1,63722467337665,1753747,"(-0.5, 0.6, 10.0)",1,1
15691,1,63722467337711,1753797,"(-0.5, 0.6, 10.0)",1,1
15692,1,63722467337756,1753838,"(-1.0, 0.5, 10.0)",1,1
15693,1,63722467337810,1753896,"(-2.3, 0.2, 10.0)",0.9690096,0.9297146
15694,1,63722467337850,1753930,"(-2.2, 0.4, 10.0)",0.9653078,0.9125952
15695,1,63722467337895,1753980,"(-2.2, 0.3, 10.0)",0.983584,0.9118682
15696,1,63722467337938,1754021,"(-2.2, 0.2, 10.0)",0.944272,0.8982105
15697,1,63722467337977,1754063,"(-2.2, 0.3, 10.0)",0.9619585,0.8913714
15698,1,63722467338028,1754113,"(-2.2, 0.3, 10.0)",0.9445971,0.9142897
15699,1,63722467338070,1754155,"(-2.3, 0.3, 10.0)",0.9552823,0.8908545
15700,1,63722467338110,1754196,"(-2.3, 0.3, 10.0)",0.9707808,0.9098223
15701,1,63722467338158,1754238,"(-2.3, 0.3, 10.0)",0.9552534,0.9116252
15702,1,63722467338201,1754280,"(-2.2, 0.3, 10.0)",0.9423028,0.891373
15703,1,63722467338255,1754338,"(-2.2, 0.3, 10.0)",0.9349949,0.875712
15704,1,63722467338300,1754380,"(-2.2, 0.3, 10.0)",0.9256164,0.8865955
15705,1,63722467338339,1754421,"(-2.2, 0.3, 10.0)",0.9257296,0.8646773
15706,1,63722467338383,1754463,"(-0.1, 0.3, 10.0)",0.8406319,0.8723522
15707,1,63722467338424,1754505,"(-0.1, 0.3, 10.0)",0.852218,0.8906959
